Company,Location,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off
Westwing,Munich,Retail,125,,2022-09-29,Internal memo,237.0,IPO,2022-10-04 02:54:01,Germany,Unknown
Mux,SF Bay Area,Infrastructure,40,0.2,2022-09-29,Internal memo,173.0,Series D,2022-10-02 21:02:59,United States,https://docs.google.com/spreadsheets/d/1OmRfl4C7Xc09v8YiCDg4by5CDHSzdIyfCljpikYAbpY/edit#gid=0
Solarisbank,Berlin,Finance,,0.1,2022-09-29,https://www.businessinsider.de/gruenderszene/fintech/solarisbank-entlassungen-a/,385.0,Unknown,2022-09-30 23:42:16,Germany,Unknown
Zenjob,Berlin,HR,,,2022-09-29,https://www.linkedin.com/posts/zenjob_to-our-network-we-want-to-actively-support-activity-6981580028253773824-JBZM/,107.0,Series D,2022-09-30 23:49:23,Germany,https://docs.google.com/spreadsheets/d/1_gfpDKkGXxqXu-iPaK-xJZh9PHxs_KoDkMxPMAjMJ2s/edit#gid=0
DocuSign,SF Bay Area,Sales,671,0.09,2022-09-28,https://www.sfgate.com/news/article/san-francisco-tech-company-docusign-layoffs-17473918.php,536.0,IPO,2022-09-28 14:59:31,United States,https://docs.google.com/spreadsheets/d/1hXzJf9oL_seyBmKDRr9BqcqXNPYpABd4wtMcqKYZRnM/edit#gid=0https://docs.google.com/spreadsheets/d/e/2PACX-1vQjzcAZi62Q1fg9kA1kgIcdPkGqB15t2vNEuiPbH2TNP3GSvdtAbUu9Q1hS1q6FUjQQ33WnL7x_1W3q/pubhtml
Front,SF Bay Area,Support,,,2022-09-28,Internal memo,203.0,Series D,2022-11-12 04:18:51,United States,Unknown
Volta,SF Bay Area,Transportation,,0.1,2022-09-28,https://investors.voltacharging.com/news/news-details/2022/Volta-Realigns-Organization-to-Reduce-Costs-and-Drive-Strategic-Priorities/default.aspx,575.0,IPO,2022-10-03 20:24:59,United States,Unknown
Divvy Homes,SF Bay Area,Real Estate,40,0.12,2022-09-27,https://www.theinformation.com/articles/andreessen-backed-divvy-homes-lays-off-12-of-staff-as-rates-rise,180.0,Series B,2022-09-28 03:00:21,United States,Unknown
Graphcore,Bristol,Data,,,2022-09-27,https://www.eenewseurope.com/en/ai-unicorn-graphcore-set-to-cut-jobs/,692.0,Unknown,2022-11-23 04:25:03,United Kingdom,Unknown
Instacart,SF Bay Area,Food,,,2022-09-24,https://www.theinformation.com/articles/instacart-cuts-staff-curbs-hiring-in-run-up-to-ipo,2900.0,Unknown,2022-09-26 15:44:35,United States,Unknown
Konfio,Mexico City,Finance,180,,2022-09-23,https://expansion.mx/economia/2022/09/23/konfio-unicornio-mexicano-prepara-un-despido-masivo,706.0,Series E,2022-11-10 01:05:19,United States,Unknown
Moss,Berlin,Finance,70,0.15,2022-09-23,https://financefwd.com/de/moss-entlassungen/,150.0,Series B,2022-09-24 21:38:41,Germany,Unknown
Foxtrot,Chicago,Food,26,0.035,2022-09-23,https://www.chicagobusiness.com/retail/foxtrot-lays-26-employees,166.0,Series C,2022-09-24 21:37:42,United States,Unknown
Truiloo,Vancouver,Security,24,0.05,2022-09-23,https://betakit.com/trulioo-to-cut-up-to-10-percent-of-staff-exit-small-business-market/,474.0,Series D,2022-09-19 16:04:08,Canada,Unknown
Pesto,SF Bay Area,Other,,1.0,2022-09-23,https://pesto.app/blog/discontinuing-pesto,6.0,Seed,2022-09-24 21:33:22,United States,Unknown
NYDIG,New York City,Crypto,110,0.33,2022-09-22,https://www.wsj.com/articles/crypto-broker-nydig-lays-off-one-third-of-staff-in-effort-to-narrow-focus-11665707545,1400.0,Private Equity,2022-10-14 15:15:02,United States,Unknown
Klarna,Stockholm,Finance,100,,2022-09-22,https://sifted.eu/articles/klarna-second-round-layoffs/,3700.0,Unknown,2022-09-22 15:14:42,Sweden,Unknown
Made.com,London,Retail,,0.35000000000000003,2022-09-22,https://www.investing.com/news/stock-market-news/madecom-to-cut-jobs-explore-sale-as-economic-headwinds-weigh-on-performance-2897615,136.0,Series D,2022-09-24 21:40:52,United Kingdom,Unknown
Kitty Hawk,SF Bay Area,Aerospace,100,1.0,2022-09-21,https://www.sfgate.com/bayarea/article/Silicon-Valley-startup-lays-off-100-employees-17484239.php,1.0,Unknown,2022-09-22 15:06:28,United States,Unknown
Candidate Labs,SF Bay Area,HR,,,2022-09-21,Internal memo,5.0,Seed,2022-10-04 02:52:09,United States,Unknown
Compass,New York City,Real Estate,271,,2022-09-20,https://www.geekwire.com/2022/real-estate-giant-compass-lays-off-84-workers-in-washington-state-as-it-targets-tech-team-for-cuts/,1600.0,IPO,2022-09-21 04:05:36,United States,Unknown
Curative,Los Angeles,Healthcare,109,,2022-09-20,https://digitalhealth.modernhealthcare.com/finance/startup-curative-health-lays-109,8.0,Seed,2022-09-21 04:12:37,United States,Unknown
Ada,Toronto,Support,78,0.16,2022-09-20,https://www.linkedin.com/posts/mikemurchison_company-message-from-mike-ugcPost-6978042513135710209-CcNB/,190.0,Series C,2022-09-21 04:08:00,Canada,Unknown
99,Sao Paulo,Transportation,75,0.02,2022-09-20,"https://www.terra.com.br/economia/dinheiro-em-dia/meu-negocio/na-onda-dos-layoffs-99-demite-mais-de-75-colaboradores,d2c6d7e70027cb925695c2e6a25956d16jo4jtuj.html",244.0,Acquired,2022-09-21 16:29:16,Brazil,Unknown
Ouster,SF Bay Area,Transportation,,0.1,2022-09-20,https://www.businesswire.com/news/home/20220920005531/en/Ouster-Streamlines-Cost-Structure-to-Bolster-Path-to-Profitability,282.0,IPO,2022-09-24 21:34:50,United States,Unknown
Zappos,Las Vegas,Retail,,0.04,2022-09-20,https://www.reviewjournal.com/business/zappos-trimming-staff-laying-off-portion-of-workforce-2643722/,62.0,Acquired,2022-09-24 21:30:20,United Kingdom,Unknown
Ola,Bengaluru,Transportation,200,,2022-09-19,https://inc42.com/buzz/ola-lays-off-200-software-engineers-amidst-massive-restructuring-plan/,5000.0,Series J,2022-09-19 23:24:20,India,Unknown
Vesalius Therapeutics,Boston,Healthcare,29,0.43,2022-09-19,https://www.bizjournals.com/boston/news/2022/09/19/flagship-pioneering-vesalius-therapeutics-layoffs.html,75.0,Series B,2022-09-21 04:14:05,United States,Unknown
VideoAmp,Los Angeles,Marketing,,0.02,2022-09-19,https://videoamp.com/press/fagan-tapped-to-take-expanded-role/,456.0,Series F,2022-09-21 04:09:45,United States,Unknown
Shopee,Jakarta,Food,,,2022-09-18,https://www.techinasia.com/shopee-lays-hundreds-employees,,Unknown,2022-09-19 16:00:37,Indonesia,Unknown
Clear,Bengaluru,Finance,190,0.2,2022-09-16,https://inc42.com/buzz/stripe-sequoia-backed-clear-lays-off-around-190-employees/,140.0,Series C,2022-09-17 14:32:04,India,Unknown
TrueLayer,London,Finance,40,0.1,2022-09-16,https://www.altfi.com/article/9837_exclusive-truelayer-announces-job-cuts-of-up-to-10-of-staff,271.0,Series E,2022-09-16 14:52:20,United States,Unknown
LivePerson,New York City,Support,193,0.11,2022-09-15,Internal memo,42.0,IPO,2022-09-16 03:13:07,United States,Unknown
Acast,Stockholm,Media,70,0.15,2022-09-15,https://www.bloomberg.com/news/newsletters/2022-09-15/swedish-podcast-company-acast-lays-off-15-of-its-staff,126.0,IPO,2022-09-15 20:12:12,Sweden,Unknown
WorkRamp,SF Bay Area,HR,35,0.2,2022-09-15,Internal memo,67.0,Series C,2022-09-21 04:15:17,United States,Unknown
DayTwo,SF Bay Area,Healthcare,,,2022-09-15,https://www.calcalistech.com/ctechnews/article/by000gal11o,90.0,Series B,2022-09-16 03:07:12,United States,Unknown
NextRoll,SF Bay Area,Marketing,,0.07,2022-09-15,Internal memo,108.0,Unknown,2022-09-21 16:30:44,United States,Unknown
Twilio,SF Bay Area,Other,800,0.11,2022-09-14,https://techcrunch.com/2022/09/14/twilio-lays-off-11-of-its-staff-as-it-aims-for-profitability-in-2023/,614.0,IPO,2022-09-14 14:47:34,United States,Unknown
Pitch,Berlin,Marketing,59,0.3,2022-09-14,https://www.linkedin.com/feed/update/urn:li:activity:6975741747565932544/,137.0,Series B,2022-09-14 14:50:51,Germany,https://docs.google.com/spreadsheets/d/1QWDx64BCB914ZgKu0lpiIi1VPWwuy0wuiOOkzbYg5kU/htmlview
Infarm,Berlin,Other,50,0.05,2022-09-14,https://www.businessinsider.de/gruenderszene/news/news-ticker-2022-09-infarm/,604.0,Series D,2022-09-15 03:39:02,Germany,Unknown
Netflix,SF Bay Area,Media,30,,2022-09-14,https://deadline.com/2022/09/netflix-animation-layoff-30-staffers-overhaul-continues-1235118700/,121900.0,IPO,2022-09-16 14:49:31,United States,Unknown
Bitrise,Budapest,Infrastructure,,0.14,2022-09-14,https://www.linkedin.com/posts/bitrise_a-message-from-bitrise-co-founder-and-ceo-activity-6975843544213204992-l5n9/,83.0,Series C,2022-09-15 03:41:27,Hungary,Unknown
Rubius,Boston,Healthcare,160,0.75,2022-09-13,https://www.fiercebiotech.com/biotech/rubius-makes-hard-pivot-after-reviewing-clinical-data-dumping-lead-assets-and-laying-75,445.0,IPO,2022-11-17 04:36:46,United States,Unknown
Checkout.com,London,Finance,100,0.05,2022-09-13,https://www.bloomberg.com/news/articles/2022-09-13/checkout-com-will-eliminate-about-5-of-employees-in-latest-cuts,1800.0,Series D,2022-09-14 03:25:07,United Kingdom,Unknown
Taboola,New York City,Marketing,100,0.06,2022-09-13,https://www.calcalistech.com/ctechnews/article/hybe11icxs,445.0,IPO,2022-09-13 23:33:00,United States,Unknown
Patreon,SF Bay Area,Media,80,0.17,2022-09-13,https://www.theinformation.com/briefings/patreon-lays-off-17-of-staff,413.0,Series F,2022-09-13 16:04:26,United States,https://docs.google.com/spreadsheets/d/1MNPzOs-5-zK1tqjMIjixVdGmtkVFa4CwCmIpyfBgpok/edit#gid=0
FullStory,Atlanta,Marketing,,0.12,2022-09-13,https://www.bizjournals.com/atlanta/inno/stories/news/2022/09/12/another-atlanta-unicorn-makes-layoffs.html,197.0,Unknown,2022-09-09 01:38:59,United States,https://docs.google.com/spreadsheets/d/1zpG2nSIHbWnNpXb8FL9qaX85N75lI28gAKBwiwkv5Bo/edit#gid=1156403460
Propzy,Ho Chi Minh City,Real Estate,,1.0,2022-09-13,https://www.dealstreetasia.com/stories/vietnams-proptech-startup-propzy-shuts-down-operations-307594,33.0,Series A,2022-09-15 03:58:35,Vietnam,Unknown
Quicko,Sao Paulo,Transportation,60,,2022-09-12,https://startups.com.br/noticias/apos-fechar-portas-no-brasil-maas-global-pivota-e-mira-parceiros-locais-diz-ceo/,28.0,Acquired,2022-09-13 23:35:10,Brazil,Unknown
Mode Analytics,SF Bay Area,Data,25,,2022-09-12,https://coda.io/@mykola-bilokonsky/mode-layoffs,81.0,Series D,2022-09-22 15:07:23,United States,https://coda.io/@mykola-bilokonsky/mode-layoffs
Compete,Tel Aviv,HR,11,0.28,2022-09-12,https://www.calcalistech.com/ctechnews/article/rkzqei2gi,17.0,Series A,2022-09-13 23:26:46,Israel,Unknown
Karbon,SF Bay Area,Other,,0.23,2022-09-12,https://www.linkedin.com/posts/stuartwmcleod_changes-to-the-karbon-team-activity-6975257833852342272-Hlbd/,91.0,Series B,2022-09-15 03:42:43,United States,Unknown
Rent the Runway,New York City,Retail,,0.24,2022-09-12,https://www.wsj.com/articles/rent-the-runway-to-reduce-workforce-as-more-customers-pause-their-subscriptions-11663025034,526.0,IPO,2022-09-13 04:12:01,United States,Unknown
Sama,SF Bay Area,Data,,,2022-09-12,https://www.sama.com/blog/sama-organizational-changes/,84.0,Series B,2022-11-08 21:58:45,United States,Unknown
SkipTheDishes,Winnipeg,Food,350,,2022-09-09,https://winnipeg.ctvnews.ca/skip-the-dishes-lays-off-winnipeg-workers-1.6063503,6.0,Acquired,2022-09-11 16:08:08,Canada,Unknown
Brighte,Sydney,Energy,58,,2022-09-09,https://brighte.com.au/media/accelerating-brightes-pathway-to-profitability,145.0,Series C,2022-10-07 02:07:46,Australia,Unknown
Patreon,SF Bay Area,Media,5,,2022-09-09,https://techcrunch.com/2022/09/09/patreon-security-layoffs/,413.0,Series F,2022-09-09 17:57:48,United States,Unknown
Amber Group,Hong Kong,Crypto,,0.1,2022-09-09,https://www.yahoo.com/now/crypto-trading-firm-amber-cut-193232181.html,328.0,Series B,2022-09-11 16:09:14,Hong Kong,Unknown
Capiter,Cairo,Finance,,,2022-09-09,https://techcrunch.com/2022/09/09/founders-of-well-funded-egyptian-b2b-startup-capiter-fired-following-fraud-allegations/,33.0,Series A,2022-09-13 04:10:03,Egypt,Unknown
CommonBond,New York City,Finance,,1.0,2022-09-09,https://www.linkedin.com/posts/daveklein_after-a-10-year-incredible-journey-it-is-activity-6974095155473657857-mf5b/,125.0,Series D,2022-09-11 03:27:20,United States,Unknown
DreamBox Learning,Seattle,Education,,,2022-09-09,https://www.geekwire.com/2022/dreambox-learning-hit-by-layoffs-but-promises-strategy-to-take-on-troubling-trends-in-education/,175.0,Acquired,2022-09-09 23:47:42,United States,Unknown
Flowhub,Denver,Retail,,0.15,2022-09-09,https://www.businessinsider.com/scoop-cannabis-tech-startup-flowhub-cuts-about-15-of-employees-2022-9,45.0,Unknown,2022-09-10 23:48:07,United States,Unknown
Lido Learning,Mumbai,Education,,1.0,2022-09-09,https://www.livemint.com/companies/news/edtech-firm-lido-learning-files-for-bankruptcy-11662631060105.html,20.0,Series C,2022-09-10 03:55:24,India,Unknown
GoStudent,Vienna,Education,200,,2022-09-08,https://brutkasten.com/gostudent-unicorn-baut-200-stellen-ab/,686.0,Series D,2022-09-09 23:46:18,Austria,Unknown
Pomelo Fashion,Bangkok,Retail,55,0.08,2022-09-08,https://www.bloomberg.com/news/articles/2022-09-08/fashion-e-commerce-startup-pomelo-cuts-jobs-after-market-slows,120.0,Unknown,2022-09-10 03:53:01,Thailand,Unknown
Genome Medical,SF Bay Area,Healthcare,23,,2022-09-08,https://www.bizjournals.com/sanfrancisco/news/2022/09/08/genetic-testing-genome-medical-invitae-job-cuts.html,120.0,Series C,2022-09-09 01:40:09,United States,Unknown
BigBear.ai,Baltimore,Data,,0.07,2022-09-08,https://www.bizjournals.com/baltimore/news/2022/09/08/columbia-bigbear-ai-layoff-staff-cash-flow-issues.html,200.0,IPO,2022-09-09 01:43:04,United States,Unknown
Realtor.com,SF Bay Area,Real Estate,,,2022-09-08,https://www.inman.com/2022/09/08/realtor-com-makes-layoffs-in-preparation-for-market-downturn/,,Acquired,2022-09-10 23:50:47,United States,Unknown
Simple Feast,Copenhagen,Food,150,1.0,2022-09-07,https://nyheder.tv2.dk/samfund/2022-09-07-firma-bag-plantebaserede-maltidskasser-er-gaet-konkurs,173.0,Unknown,2022-09-13 23:36:27,Denmark,Unknown
Foodpanda,Singapore,Food,60,,2022-09-07,https://www.straitstimes.com/singapore/food-delivery-firm-foodpanda-lays-off-staff-in-singapore-retrenchment-reportedly-affects-about-60,749.0,Acquired,2022-09-05 20:52:18,Romania,Unknown
Uber,Vilnius,Transportation,60,,2022-09-07,https://www.linkedin.com/posts/gergelyorosz_uber-lithuania-softwareengineering-activity-6973669838502187009-aK1z/,24700.0,IPO,2022-09-09 01:41:27,Lithuania,Unknown
Rupeek,Bengaluru,Finance,50,,2022-09-07,https://inc42.com/buzz/exclusive-after-laying-off-180-employees-rupeek-lays-off-50-more-employees/,172.0,Unknown,2022-09-08 03:28:46,India,Unknown
Intercom,SF Bay Area,Support,49,0.05,2022-09-07,https://www.businesspost.ie/tech/irish-tech-unicorn-intercom-to-cut-49-jobs-across-hr-marketing/,240.0,Series D,2022-09-08 03:48:14,United States,Unknown
Pendo,Raleigh,Product,45,0.05,2022-09-07,https://www.axios.com/local/raleigh/2022/09/09/raleigh-startup-pendo-layoffs,469.0,Series F,2022-09-10 03:50:58,United States,Unknown
Demandbase,SF Bay Area,Sales,27,0.03,2022-09-07,Internal memo,143.0,Series H,2022-09-09 01:47:34,United States,Unknown
Firebolt,Tel Aviv,Data,,,2022-09-07,https://www.calcalistech.com/ctechnews/article/symoqnigj,264.0,Series C,2022-09-08 03:30:59,Israel,Unknown
Medly,New York City,Healthcare,,0.5,2022-09-07,https://www.crainsnewyork.com/health-care/pharmacy-startup-medly-slash-nearly-half-its-workforce,100.0,Series C,2022-09-08 03:34:09,United States,Unknown
Xsight Labs,Tel Aviv,Other,,,2022-09-07,https://www.calcalistech.com/ctechnews/article/ryhv0mixj,100.0,Series D,2022-09-08 03:38:33,Israel,Unknown
Brave Care,Portland,Healthcare,40,0.33,2022-09-06,https://www.oregonlive.com/business/2022/09/portland-pediatrics-startup-brave-care-lays-off-a-third-of-staff-citing-covid-and-market-turmoil.html,42.0,Series B,2022-09-08 04:00:57,United States,Unknown
Lawgeex,Tel Aviv,Legal,30,0.33,2022-09-06,https://www.tech12.co.il/index-career/Article-daa4d2195231381027.htm?sCh=cf25c425b37bc710&pId=18758941771,41.0,Series C,2022-09-06 21:22:23,Israel,Unknown
Juniper Square,SF Bay Area,Real Estate,,0.14,2022-09-06,https://therealdeal.com/national/2022/09/06/proptech-firm-juniper-square-lays-off-14-of-staff/,108.0,Series C,2022-09-06 21:21:31,United States,Unknown
Medium,SF Bay Area,Media,,0.25,2022-09-06,https://www.linkedin.com/posts/lanewton22_recently-we-unfortunately-laid-off-about-activity-6973081729787961344-QTB-/,163.0,Unknown,2022-09-08 03:27:18,United States,https://docs.google.com/spreadsheets/d/10xS6rZRC3vO4ugg-DA5QhMlqSAX9m0xwyR_rfMThG4w/edit
Kuda,Lagos,Finance,23,0.05,2022-09-02,https://techcrunch.com/2022/09/02/nigerian-digital-bank-kuda-is-the-latest-african-startup-to-lay-off-employees/,91.0,Series B,2022-09-05 20:50:36,Nigeria,Unknown
Sea,Singapore,Consumer,,,2022-09-02,https://www.peoplematters.in/news/technology/singapores-sea-cuts-jobs-in-gaming-arm-in-second-round-of-layoffs-35132,8600.0,IPO,2022-09-02 23:24:53,Singapore,Unknown
2TM,Sao Paulo,Crypto,100,0.15,2022-09-01,https://finance.yahoo.com/news/second-round-layoffs-brazilian-crypto-212310521.html,250.0,Unknown,2022-09-02 23:24:03,Brazil,Unknown
Innovaccer,SF Bay Area,Healthcare,90,0.08,2022-09-01,https://inc42.com/buzz/exclusive-tiger-global-backed-healthtech-unicorn-innovaccer-lays-off-120-employees/,379.0,Series E,2022-09-01 23:07:45,United States,Unknown
Shopify,Ottawa,Retail,70,,2022-09-01,https://www.theinformation.com/briefings/shopify-makes-a-fresh-round-of-layoffs,122.0,IPO,2022-09-01 20:19:35,Canada,Unknown
Urban Sports Club,Berlin,Fitness,55,0.15,2022-09-01,https://www.businessinsider.de/gruenderszene/business/urban-sports-club-entlaesst-55-mitarbeiter-das-sind-die-gruende-und-was-betroffene-sagen/,95.0,Unknown,2022-09-01 17:10:21,Germany,Unknown
Hedvig,Stockholm,Finance,12,,2022-09-01,https://www.mynewsdesk.com/se/hedvig-ab/news/hedvig-minskar-personalstyrkan-foer-att-naa-loensamhet-snabbare-12-heltidstjaenster-beroers-453177,67.0,Series B,2022-09-01 17:09:15,Sweden,Unknown
Snap,Los Angeles,Consumer,1280,0.2,2022-08-31,https://www.theverge.com/2022/8/30/23329301/snap-layoffs-20-percent-employees-snapchat,4900.0,IPO,2022-08-30 20:55:54,United States,https://docs.google.com/spreadsheets/u/0/d/1vTAidZS9lxoQ9SZfsYFRdwHZyEnIKU5g5Bq99A_8Nyk/htmlview
GoodRx,Los Angeles,Healthcare,140,0.16,2022-08-31,https://seekingalpha.com/news/3879125-goodrx-laying-off-140-employees-16-of-workforce,910.0,IPO,2022-09-01 01:24:41,United States,Unknown
Smava,Berlin,Finance,100,0.1,2022-08-31,https://finanz-szene.de/fintech/smava-vergleichsportal-entlassungen/,188.0,Unknown,2022-09-01 01:25:31,Germany,Unknown
Hippo Insurance,SF Bay Area,Finance,70,0.1,2022-08-31,https://www.globes.co.il/news/article.aspx?did=1001423046,1300.0,IPO,2022-08-31 16:30:40,United States,Unknown
Clari,SF Bay Area,Sales,45,,2022-08-31,Internal memo,496.0,Series F,2022-09-02 23:31:03,United States,Unknown
Koo,Bengaluru,Consumer,40,,2022-08-31,https://inc42.com/buzz/tiger-global-backed-koo-lays-off-40-employees-to-cut-costs/,44.0,Series B,2022-09-01 02:39:06,India,Unknown
Apartment List,SF Bay Area,Real Estate,29,0.1,2022-08-31,https://www.linkedin.com/posts/matthew-w-woods_for-those-that-know-apartment-list-well-activity-6970856703277903874-MGoW/,169.0,Series D,2022-09-01 02:41:49,United States,Unknown
Artnight,Berlin,Retail,26,0.36,2022-08-31,https://www.businessinsider.de/gruenderszene/business/artnight-entlassungen/,,Unknown,2022-09-01 17:11:12,Germany,Unknown
Snagajob,Richmond,HR,,,2022-08-31,https://richmondbizsense.com/2022/08/31/snagajob-lays-off-dozens-in-richmond/,221.0,Unknown,2022-09-15 04:08:14,United States,Unknown
The Wing,New York City,Real Estate,,1.0,2022-08-31,https://www.theinformation.com/briefings/the-wing-a-controversial-co-working-startup-shuts-down,117.0,Series C,2022-08-31 21:35:28,United States,Unknown
Electric,New York City,Other,81,,2022-08-30,https://www.electric.ai/blog/an-open-letter-from-the-ceo,212.0,Series D,2022-09-30 22:53:41,United States,Unknown
Immersive Labs,Bristol,Security,38,0.1,2022-08-30,https://www.uktech.news/cybersecurity/immersive-labs-jobs-cuts-20220830,123.0,Series C,2022-09-01 02:37:56,United Kingdom,Unknown
Nate,New York City,Retail,30,,2022-08-30,https://www.theinformation.com/briefings/shopping-app-nate-making-fresh-round-of-job-cuts,47.0,Series A,2022-08-30 23:16:29,United States,Unknown
